2026-01-02 20:25:07 | DEBUG | Logger initialized in development mode with level DEBUG
2026-01-02 20:25:12 | INFO | Car created with ID: 1 by user ID: 1
2026-01-02 20:25:12 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:12 | INFO | Car created with ID: 2 by user ID: 1
2026-01-02 20:25:12 | INFO | Shutting down the application...
2026-01-02 20:25:12 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | User logged in: admin_cars@test.com
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to retrieve car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | INFO | Car retrieved with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to update car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to retrieve car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | INFO | Car retrieved with ID: 1 by user ID: 1
2026-01-02 20:25:13 | INFO | Car updated with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to delete car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to retrieve car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | INFO | Car retrieved with ID: 1 by user ID: 1
2026-01-02 20:25:13 | INFO | Car deleted with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to retrieve car with ID: 1 by user ID: 1
2026-01-02 20:25:13 | ERROR | Car with ID: 1 not found by user ID: 1
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | User logged in: admin_cars@test.com
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 1 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 2 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 3 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 4 by user ID: 1
2026-01-02 20:25:13 | DEBUG | Attempting to create a new car by user ID: 1
2026-01-02 20:25:13 | INFO | Car created with ID: 5 by user ID: 1
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:13 | INFO | Shutting down the application...
2026-01-02 20:25:13 | INFO | Starting up the application...
2026-01-02 20:25:14 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:14 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 1
2026-01-02 20:25:14 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:14 | INFO | Shutting down the application...
2026-01-02 20:25:14 | INFO | Starting up the application...
2026-01-02 20:25:14 | INFO | User logged in: manager_customercar@test.com
2026-01-02 20:25:14 | DEBUG | Creating customer_car for customer ID 1 workshop
2026-01-02 20:25:14 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:14 | INFO | Shutting down the application...
2026-01-02 20:25:14 | INFO | Starting up the application...
2026-01-02 20:25:14 | INFO | User logged in: manager_customercar@test.com
2026-01-02 20:25:14 | DEBUG | Creating customer_car for customer ID 1 workshop
2026-01-02 20:25:14 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:14 | INFO | Shutting down the application...
2026-01-02 20:25:14 | INFO | Starting up the application...
2026-01-02 20:25:14 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:14 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 99999
2026-01-02 20:25:14 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:14 | INFO | Shutting down the application...
2026-01-02 20:25:15 | INFO | Starting up the application...
2026-01-02 20:25:15 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:15 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 1
2026-01-02 20:25:15 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:15 | INFO | Shutting down the application...
2026-01-02 20:25:15 | INFO | Starting up the application...
2026-01-02 20:25:15 | INFO | Shutting down the application...
2026-01-02 20:25:15 | INFO | Starting up the application...
2026-01-02 20:25:15 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:15 | INFO | Shutting down the application...
2026-01-02 20:25:15 | INFO | Starting up the application...
2026-01-02 20:25:15 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:15 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:15 | INFO | Shutting down the application...
2026-01-02 20:25:15 | INFO | Starting up the application...
2026-01-02 20:25:16 | INFO | User logged in: manager_customercar@test.com
2026-01-02 20:25:16 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:16 | INFO | Shutting down the application...
2026-01-02 20:25:16 | INFO | Starting up the application...
2026-01-02 20:25:16 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:16 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:16 | INFO | Shutting down the application...
2026-01-02 20:25:16 | INFO | Starting up the application...
2026-01-02 20:25:16 | INFO | Shutting down the application...
2026-01-02 20:25:16 | INFO | Starting up the application...
2026-01-02 20:25:16 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:16 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:16 | INFO | Shutting down the application...
2026-01-02 20:25:16 | INFO | Starting up the application...
2026-01-02 20:25:17 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:17 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:17 | INFO | Shutting down the application...
2026-01-02 20:25:17 | INFO | Starting up the application...
2026-01-02 20:25:17 | INFO | Shutting down the application...
2026-01-02 20:25:17 | INFO | Starting up the application...
2026-01-02 20:25:17 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:17 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:17 | INFO | Shutting down the application...
2026-01-02 20:25:17 | INFO | Starting up the application...
2026-01-02 20:25:17 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:17 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:17 | INFO | Shutting down the application...
2026-01-02 20:25:17 | INFO | Starting up the application...
2026-01-02 20:25:17 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:18 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:18 | INFO | Starting up the application...
2026-01-02 20:25:18 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:18 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:18 | INFO | Starting up the application...
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:18 | INFO | Starting up the application...
2026-01-02 20:25:18 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:18 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:18 | INFO | Starting up the application...
2026-01-02 20:25:18 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:18 | ERROR | User with ID 1 does not have an associated workshop
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:18 | INFO | Starting up the application...
2026-01-02 20:25:18 | INFO | Shutting down the application...
2026-01-02 20:25:19 | INFO | Starting up the application...
2026-01-02 20:25:19 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 1
2026-01-02 20:25:19 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:19 | INFO | Shutting down the application...
2026-01-02 20:25:19 | INFO | Starting up the application...
2026-01-02 20:25:19 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 1
2026-01-02 20:25:19 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:19 | INFO | Shutting down the application...
2026-01-02 20:25:19 | INFO | Starting up the application...
2026-01-02 20:25:19 | INFO | User logged in: admin_customercar@test.com
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 1
2026-01-02 20:25:19 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 2
2026-01-02 20:25:19 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer_car for customer ID 3
2026-01-02 20:25:19 | ERROR | [ADMIN FUNC] User with ID 1 does not have an associated workshop
2026-01-02 20:25:19 | INFO | Shutting down the application...
2026-01-02 20:25:19 | INFO | Starting up the application...
2026-01-02 20:25:19 | INFO | User logged in: admin@test.com
2026-01-02 20:25:19 | DEBUG | [ADMIN FUNC] Creating customer for workshop ID 1 by admin user
2026-01-02 20:25:20 | INFO | [ADMIN FUNC] Customer created with ID 1 by admin user
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:20 | INFO | Starting up the application...
2026-01-02 20:25:20 | INFO | User logged in: manager@test.com
2026-01-02 20:25:20 | DEBUG | Creating customer for workshop 1
2026-01-02 20:25:20 | ERROR | Current user 1 has no associated workshop and tried to access customers
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:20 | INFO | Starting up the application...
2026-01-02 20:25:20 | INFO | User logged in: manager@test.com
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:20 | INFO | Starting up the application...
2026-01-02 20:25:20 | INFO | User logged in: admin@test.com
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:20 | INFO | Starting up the application...
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:20 | INFO | Starting up the application...
2026-01-02 20:25:20 | INFO | User logged in: admin@test.com
2026-01-02 20:25:20 | DEBUG | [ADMIN FUNC] Fetching all customers with skip=0 and limit=100 by admin user
2026-01-02 20:25:20 | INFO | [ADMIN FUNC] Fetched 2 customers by admin user
2026-01-02 20:25:20 | INFO | Shutting down the application...
2026-01-02 20:25:21 | INFO | Starting up the application...
2026-01-02 20:25:21 | INFO | User logged in: manager@test.com
2026-01-02 20:25:21 | DEBUG | Fetching customers for workshop 1
2026-01-02 20:25:21 | ERROR | Current user 1 has no associated workshop and tried to access customers
2026-01-02 20:25:21 | INFO | Shutting down the application...
2026-01-02 20:25:21 | INFO | Starting up the application...
2026-01-02 20:25:21 | INFO | User logged in: admin@test.com
2026-01-02 20:25:21 | DEBUG | [ADMIN FUNC] Fetching all customers with skip=0 and limit=5 by admin user
2026-01-02 20:25:21 | INFO | [ADMIN FUNC] Fetched 5 customers by admin user
2026-01-02 20:25:21 | DEBUG | [ADMIN FUNC] Fetching all customers with skip=5 and limit=5 by admin user
2026-01-02 20:25:21 | INFO | [ADMIN FUNC] Fetched 5 customers by admin user
2026-01-02 20:25:21 | INFO | Shutting down the application...
2026-01-02 20:25:21 | INFO | Starting up the application...
2026-01-02 20:25:21 | INFO | User logged in: admin@test.com
2026-01-02 20:25:21 | DEBUG | [ADMIN FUNC] Fetching customer with ID 1 by admin user
2026-01-02 20:25:21 | INFO | [ADMIN FUNC] Customer with ID 1 fetched by admin user
2026-01-02 20:25:21 | INFO | Shutting down the application...
2026-01-02 20:25:21 | INFO | Starting up the application...
2026-01-02 20:25:21 | INFO | User logged in: manager@test.com
2026-01-02 20:25:21 | DEBUG | Fetching customer with ID 1 for workshop 1
2026-01-02 20:25:21 | ERROR | Current user 1 has no associated workshop and tried to access customer with ID 1
2026-01-02 20:25:21 | INFO | Shutting down the application...
2026-01-02 20:25:22 | INFO | Starting up the application...
2026-01-02 20:25:22 | INFO | User logged in: admin@test.com
2026-01-02 20:25:22 | DEBUG | [ADMIN FUNC] Fetching customer with ID 99999 by admin user
2026-01-02 20:25:22 | ERROR | [ADMIN FUNC] Customer with ID 99999 not found
2026-01-02 20:25:22 | INFO | Shutting down the application...
2026-01-02 20:25:22 | INFO | Starting up the application...
2026-01-02 20:25:22 | INFO | User logged in: admin@test.com
2026-01-02 20:25:22 | DEBUG | [ADMIN FUNC] Updating customer with ID 1 by admin user
2026-01-02 20:25:22 | DEBUG | [ADMIN FUNC] Fetching customer with ID 1 by admin user
2026-01-02 20:25:22 | INFO | [ADMIN FUNC] Customer with ID 1 fetched by admin user
2026-01-02 20:25:22 | INFO | [ADMIN FUNC] Customer with ID 1 updated by admin user
2026-01-02 20:25:22 | INFO | Shutting down the application...
2026-01-02 20:25:22 | INFO | Starting up the application...
2026-01-02 20:25:22 | INFO | User logged in: manager@test.com
2026-01-02 20:25:22 | INFO | Shutting down the application...
2026-01-02 20:25:22 | INFO | Starting up the application...
2026-01-02 20:25:22 | INFO | User logged in: manager@test.com
2026-01-02 20:25:23 | DEBUG | Updating customer with ID 1 for workshop 1
2026-01-02 20:25:23 | ERROR | Current user 1 has no associated workshop and tried to update customer with ID 1
2026-01-02 20:25:23 | INFO | Shutting down the application...
2026-01-02 20:25:23 | INFO | Starting up the application...
2026-01-02 20:25:23 | INFO | User logged in: admin@test.com
2026-01-02 20:25:23 | DEBUG | [ADMIN FUNC] Deleting customer with ID 1 by admin user
2026-01-02 20:25:23 | INFO | [ADMIN FUNC] Customer with ID 1 deleted
2026-01-02 20:25:23 | INFO | Shutting down the application...
2026-01-02 20:25:23 | INFO | Starting up the application...
2026-01-02 20:25:23 | INFO | User logged in: manager@test.com
2026-01-02 20:25:23 | DEBUG | Deleting customer with ID 1 for workshop 1
2026-01-02 20:25:23 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:23 | INFO | Shutting down the application...
2026-01-02 20:25:23 | INFO | Starting up the application...
2026-01-02 20:25:23 | INFO | User logged in: admin@test.com
2026-01-02 20:25:23 | DEBUG | Assigning car ID 1 to customer ID 1
2026-01-02 20:25:23 | ERROR | Current user 1 has no associated workshop
2026-01-02 20:25:23 | INFO | Shutting down the application...
2026-01-02 20:25:23 | INFO | Starting up the application...
2026-01-02 20:25:24 | INFO | User logged in: admin@test.com
2026-01-02 20:25:24 | DEBUG | Fetching full car info for customer ID 1
2026-01-02 20:25:24 | ERROR | Current user 1 has no associated workshop
2026-01-02 20:25:24 | INFO | Shutting down the application...
2026-01-02 20:25:24 | INFO | Starting up the application...
2026-01-02 20:25:24 | INFO | User logged in: admin@test.com
2026-01-02 20:25:24 | DEBUG | Fetching full car info for customer ID 1
2026-01-02 20:25:24 | ERROR | Current user 1 has no associated workshop
2026-01-02 20:25:24 | INFO | Shutting down the application...
2026-01-02 20:25:24 | INFO | Starting up the application...
2026-01-02 20:25:24 | INFO | User logged in: admin@test.com
2026-01-02 20:25:24 | DEBUG | [ADMIN FUNC] Creating customer for workshop ID 1 by admin user
2026-01-02 20:25:24 | INFO | [ADMIN FUNC] Customer created with ID 2 by admin user
2026-01-02 20:25:24 | INFO | Shutting down the application...
2026-01-02 20:25:24 | INFO | Starting up the application...
2026-01-02 20:25:24 | INFO | User logged in: admin@test.com
2026-01-02 20:25:24 | DEBUG | [ADMIN FUNC] Creating customer for workshop ID 99999 by admin user
2026-01-02 20:25:24 | CRITICAL | Database error in create_customer: (sqlalchemy.dialects.postgresql.asyncpg.IntegrityError) <class 'asyncpg.exceptions.ForeignKeyViolationError'>: insert or update on table "customers" violates foreign key constraint "customers_workshop_id_fkey"
DETAIL:  Key (workshop_id)=(99999) is not present in table "workshops".
[SQL: INSERT INTO customers (first_name, last_name, phone, email, workshop_id) VALUES ($1::VARCHAR, $2::VARCHAR, $3::VARCHAR, $4::VARCHAR, $5::INTEGER) RETURNING customers.customer_id, customers.created_at, customers.updated_at]
[parameters: ('Invalid', 'Workshop', '555-7070', 'invalidworkshop@test.com', 99999)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-01-02 20:25:24 | INFO | Shutting down the application...
2026-01-02 20:25:24 | INFO | Starting up the application...
2026-01-02 20:25:25 | INFO | User logged in: admin@test.com
2026-01-02 20:25:25 | INFO | Shutting down the application...
2026-01-02 20:25:25 | INFO | Starting up the application...
2026-01-02 20:25:25 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:25 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:25 | INFO | Successfully created job ID 1 in workshop ID 2
2026-01-02 20:25:25 | INFO | Shutting down the application...
2026-01-02 20:25:25 | INFO | Starting up the application...
2026-01-02 20:25:25 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:25 | INFO | Shutting down the application...
2026-01-02 20:25:25 | INFO | Starting up the application...
2026-01-02 20:25:25 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:25 | INFO | Shutting down the application...
2026-01-02 20:25:26 | INFO | Starting up the application...
2026-01-02 20:25:26 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:26 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:26 | ERROR | Customer car ID 99999 not found in workshop ID 2
2026-01-02 20:25:26 | INFO | Shutting down the application...
2026-01-02 20:25:26 | INFO | Starting up the application...
2026-01-02 20:25:26 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:26 | DEBUG | Attempting to retrieve all jobs for workshop by user ID: 1
2026-01-02 20:25:26 | INFO | Successfully retrieved 1 jobs for workshop ID 2
2026-01-02 20:25:26 | INFO | Shutting down the application...
2026-01-02 20:25:26 | INFO | Starting up the application...
2026-01-02 20:25:26 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:26 | DEBUG | Attempting to retrieve all jobs for workshop by user ID: 1
2026-01-02 20:25:26 | INFO | Shutting down the application...
2026-01-02 20:25:26 | INFO | Starting up the application...
2026-01-02 20:25:26 | INFO | Shutting down the application...
2026-01-02 20:25:26 | INFO | Starting up the application...
2026-01-02 20:25:26 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:27 | DEBUG | Attempting to retrieve job with ID: 1 by user ID: 1
2026-01-02 20:25:27 | INFO | Successfully retrieved job ID 1 in workshop ID 2
2026-01-02 20:25:27 | INFO | Shutting down the application...
2026-01-02 20:25:27 | INFO | Starting up the application...
2026-01-02 20:25:27 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:27 | DEBUG | Attempting to retrieve job with ID: 99999 by user ID: 1
2026-01-02 20:25:27 | ERROR | Job ID 99999 not found in workshop ID 2
2026-01-02 20:25:27 | INFO | Shutting down the application...
2026-01-02 20:25:27 | INFO | Starting up the application...
2026-01-02 20:25:27 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:27 | INFO | Shutting down the application...
2026-01-02 20:25:27 | INFO | Starting up the application...
2026-01-02 20:25:27 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:27 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:28 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:28 | INFO | Shutting down the application...
